"","day","year","mo","da","collision_date","temp","dewp","slp","visib","wdsp","mxpsd","gust","max","min","prcp","sndp","fog","NUM_COLLISIONS"
"2106",7,2018,4,6,"2018-04-06",44.8,25,1015.3,9.4,4.7,12,22,62.1,34,0,999.9,0,515
"2107",2,2018,4,7,"2018-04-07",45.7,23.7,1009.4,10,5.5,9.9,20,62.1,37,0.11,999.9,0,487
"2108",1,2018,4,8,"2018-04-08",38.6,13.9,1012.2,10,7.4,14,22.9,48.9,32,0,999.9,0,468
"2109",3,2018,4,9,"2018-04-09",38,15.2,1020.4,10,5.4,9.9,19,48.9,32,0,999.9,0,625
"2110",4,2018,4,10,"2018-04-10",42.9,28.2,1020.7,8.6,4.5,8.9,17.1,51.1,32,0.01,999.9,0,668
"2111",5,2018,4,11,"2018-04-11",44.2,20.3,1021.3,10,3.4,6,15,51.1,37.9,0,999.9,0,612
"2112",6,2018,4,12,"2018-04-12",51.5,33.2,1016.8,10,3.8,8,20,63,37,0,999.9,0,610
"2113",7,2018,4,13,"2018-04-13",67.3,41.9,1010.7,10,5.7,9.9,20,82,46,0,999.9,0,755
"2114",2,2018,4,14,"2018-04-14",67.9,48.3,1012.9,9.8,5,9.9,17.1,82,53.1,0,999.9,0,624
"2115",1,2018,4,15,"2018-04-15",42.8,33.6,1024.3,9.2,10.6,15.9,27,52,37.9,0,999.9,0,510
"2116",3,2018,4,16,"2018-04-16",45.5,42,1004.9,4.7,11.5,18.1,38.1,59,37.4,1.68,999.9,1,741
"2117",4,2018,4,17,"2018-04-17",44.6,30.7,1003.6,10,7.7,14,24.1,60.1,39,1.61,999.9,0,600
"2118",5,2018,4,18,"2018-04-18",43.9,26,1008.1,10,6.2,14,24.1,55,37,0,999.9,0,662
"2119",6,2018,4,19,"2018-04-19",45,33.7,1007.2,9.3,5.7,9.9,25.1,55,37,0.07,999.9,0,706
"2120",7,2018,4,20,"2018-04-20",42,22.8,1019.9,10,7.9,13,25.1,50,37,0.08,999.9,0,707
"2121",2,2018,4,21,"2018-04-21",48.3,22.2,1027.7,10,5.3,8,15.9,63,37,0,999.9,0,584
"2122",1,2018,4,22,"2018-04-22",54.5,17.7,1028.1,10,4.2,8.9,17.1,66.9,39,0,999.9,0,568
"2123",3,2018,4,23,"2018-04-23",54.7,27.8,1030.4,10,3.5,8.9,15,68,44.1,0,999.9,0,675
"2124",4,2018,4,24,"2018-04-24",55.6,38.4,1028.2,9.9,3.6,8.9,18.1,68,46,0,999.9,0,671
"2125",5,2018,4,25,"2018-04-25",56.3,53.3,1014.9,5.6,4.3,8.9,17.1,66,46,0.54,999.9,0,626
"2126",6,2018,4,26,"2018-04-26",59.7,47.6,1006.3,6.9,3.6,8.9,19,70,52,0.56,999.9,1,729
"2127",7,2018,4,27,"2018-04-27",55.7,44.6,1010.5,8.1,2.6,6,999.9,70,51.1,0.1,999.9,0,690
"2128",2,2018,4,28,"2018-04-28",56.4,48.6,1008.9,7.7,2.4,8,20,68,50,0.05,999.9,0,604
"2129",1,2018,4,29,"2018-04-29",52.7,41.6,1012.5,9.3,4,8,22,57,48.2,0.18,999.9,0,505
"2130",3,2018,4,30,"2018-04-30",48,31.6,1016.2,10,5.9,8.9,21,59,44.1,0.08,999.9,0,656
"2131",4,2018,5,1,"2018-05-01",61.1,31,1017.1,10,3.3,8,17.1,80.1,44.1,0,999.9,0,713
"2132",5,2018,5,2,"2018-05-02",77,34.6,1017.1,10,4.7,8.9,27,89.1,64.9,0,999.9,0,792
"2133",6,2018,5,3,"2018-05-03",80.9,48.8,1014.7,9.8,5.8,12,21,91.9,64.9,0,999.9,0,790
"2134",7,2018,5,4,"2018-05-04",76.3,63.2,1012.7,9.7,1.9,6,999.9,91.9,70,0.02,999.9,0,723
"2135",2,2018,5,5,"2018-05-05",70.6,42.8,1015.5,10,4.8,8.9,20,84,61,0,999.9,0,602
"2136",1,2018,5,6,"2018-05-06",63.8,47.2,1015.5,10,3.9,9.9,19,75.9,59,0,999.9,0,495
"2137",3,2018,5,7,"2018-05-07",62.5,49.3,1016.4,10,1.5,5.1,999.9,75,54,0,999.9,0,695
"2138",4,2018,5,8,"2018-05-08",61.7,48.3,1023.5,10,1.8,5.1,999.9,77,53.1,0,999.9,0,736
"2139",5,2018,5,9,"2018-05-09",63,46.8,1021.2,9,1.8,8,999.9,77,53.1,0,999.9,0,711
"2140",6,2018,5,10,"2018-05-10",59.4,51.9,1014.9,9.5,2.2,8,999.9,77,54,0,999.9,0,663
"2141",7,2018,5,11,"2018-05-11",64.2,44.9,1013.8,8.9,2.8,5.1,999.9,73,54,0.25,999.9,0,805
"2142",2,2018,5,12,"2018-05-12",58,45.8,1019.2,8.7,2.7,7,999.9,73,52,0.06,999.9,0,602
"2143",1,2018,5,13,"2018-05-13",52.9,49.8,1020.3,8.5,2.2,7,999.9,63,51.1,0.16,999.9,0,529
"2144",3,2018,5,14,"2018-05-14",58,53.2,1016.2,5.9,1.2,6,999.9,70,51.8,0.13,999.9,0,689
"2145",4,2018,5,15,"2018-05-15",69.5,61.8,1011,6.3,2.6,8.9,21,88,52,0.03,999.9,1,778
"2146",5,2018,5,16,"2018-05-16",62.4,58.2,1017.7,7.4,2.5,8,999.9,66.9,57.9,0.58,999.9,0,686
"2147",6,2018,5,17,"2018-05-17",61.2,58.5,1016.6,4.2,1.3,4.1,999.9,71.1,55.4,0.54,999.9,0,732
"2148",7,2018,5,18,"2018-05-18",64.3,51.8,1023.2,9.3,4.3,9.9,20,71.1,55.9,0.02,999.9,0,616
"2149",2,2018,5,19,"2018-05-19",53.8,46,1025,5.5,4.6,8.9,17.1,59,48.2,0.15,999.9,0,583
"2150",1,2018,5,20,"2018-05-20",67.5,60.9,1014.8,5.9,2.7,8,15,81,48.9,0.5,999.9,0,578
"2151",3,2018,5,21,"2018-05-21",68.1,49.9,1020.4,10,2.4,7,17.1,81,55.9,0,999.9,0,626
"2152",4,2018,5,22,"2018-05-22",63,51.1,1020.3,8.4,1,7,999.9,79,55,0,999.9,0,689
"2153",5,2018,5,23,"2018-05-23",66.7,57.5,1014.1,5.9,1.2,5.1,999.9,81,55,0.58,999.9,0,729
"2154",6,2018,5,24,"2018-05-24",73.2,46.6,1018.2,10,2.2,7,999.9,82.9,59,0.29,999.9,0,770
"2155",7,2018,5,25,"2018-05-25",75.3,50.6,1015.5,9.9,4.5,8,15,86,63,0,999.9,0,799
"2156",2,2018,5,26,"2018-05-26",79.9,64.5,1009.5,9.6,2.7,8,15.9,89.1,64.9,0,999.9,0,601
"2157",1,2018,5,27,"2018-05-27",67.2,60.5,1014.4,7.8,5.8,13,22,89.1,57.9,0.09,999.9,0,487
"2158",3,2018,5,28,"2018-05-28",60.4,53.3,1018.3,9.7,2.7,11.1,18.1,80.1,55.9,0.35,999.9,0,409
"2159",4,2018,5,29,"2018-05-29",72.8,61.9,1015.3,8.4,1.2,4.1,999.9,89.1,55.9,0,999.9,0,809
"2160",5,2018,5,30,"2018-05-30",70,62.3,1018.5,8,2.3,5.1,999.9,89.1,62.1,0,999.9,0,708
"2161",6,2018,5,31,"2018-05-31",64.8,60.4,1018.1,7.1,2,6,999.9,78.1,61,0,999.9,0,698
"2162",7,2018,6,1,"2018-06-01",70.2,66.2,1009.8,3.6,1,4.1,999.9,81,63,0.11,999.9,0,751
"2163",2,2018,6,2,"2018-06-02",76.8,68.2,1007,8.7,2.5,6,999.9,87.1,64.9,0.26,999.9,0,622
"2164",1,2018,6,3,"2018-06-03",64,55.7,1014.8,9.4,5.2,11.1,17.1,87.1,59,0.09,999.9,0,525
"2165",3,2018,6,4,"2018-06-04",58.8,51.9,1008.8,8.1,3.4,8,999.9,71.1,51.1,0.39,999.9,0,698
"2166",4,2018,6,5,"2018-06-05",65.6,52.2,1005.3,9.5,2.7,8,20,75,51.1,0.01,999.9,0,688
"2167",5,2018,6,6,"2018-06-06",63.8,48.8,1009.6,10,2.3,4.1,999.9,75,57.9,0,999.9,0,651
"2168",6,2018,6,7,"2018-06-07",63.6,53.2,1018.5,10,2.7,6,999.9,71.1,57.9,0,999.9,0,693
"2169",7,2018,6,8,"2018-06-08",69.1,58.1,1020.4,10,2.3,5.1,999.9,82,60.1,0,999.9,0,757
"2170",2,2018,6,9,"2018-06-09",74.4,56.2,1019,10,2.1,5.1,999.9,82.9,60.1,0,999.9,0,706
"2171",1,2018,6,10,"2018-06-10",68.3,53.2,1017.7,10,0.6,4.1,999.9,82.9,62.1,0,999.9,0,533
"2172",3,2018,6,11,"2018-06-11",63.9,50.3,1017.1,9.9,2.5,7,999.9,73,57.9,0.01,999.9,0,686
"2173",4,2018,6,12,"2018-06-12",64.6,46.8,1022.5,10,2.7,8,999.9,75,57,0,999.9,0,720
"2174",5,2018,6,13,"2018-06-13",68.7,60.5,1015.3,9,2.7,6,999.9,78.1,57,0,999.9,0,706
"2175",6,2018,6,14,"2018-06-14",75.8,55.1,1007.8,9.9,6.4,11.1,20,84,63,0.04,999.9,0,833
"2176",7,2018,6,15,"2018-06-15",70.2,50.2,1012.9,10,3.5,7,999.9,84,63,0,999.9,0,728
"2177",2,2018,6,16,"2018-06-16",73.1,50.2,1016.2,10,1.6,5.1,999.9,84.9,63,0,999.9,0,677
"2178",1,2018,6,17,"2018-06-17",77.5,52.6,1017.5,10,1.5,5.1,999.9,91,64,0,999.9,0,627
"2179",3,2018,6,18,"2018-06-18",80.9,65.1,1014.9,9,3.9,6,999.9,91,66,0,999.9,0,808
"2180",4,2018,6,19,"2018-06-19",80.6,65.5,1008.2,8.7,4.3,7,17.1,91,73,0.15,999.9,0,812
"2181",5,2018,6,20,"2018-06-20",75.9,54.2,1011,10,1.6,4.1,999.9,88,69.1,0.07,999.9,0,698
"2182",6,2018,6,21,"2018-06-21",74,62.4,1007.9,7.4,1.9,6,999.9,82.9,64.9,0.68,999.9,0,815
"2183",7,2018,6,22,"2018-06-22",71,59.8,1014,10,3.1,7,999.9,82.9,64.9,0.59,999.9,0,728
"2184",2,2018,6,23,"2018-06-23",64.2,58.2,1012.3,9,4.9,9.9,17.1,75,62.1,0.1,999.9,0,513
"2185",1,2018,6,24,"2018-06-24",72.3,65,1009.4,7.6,1.5,5.1,999.9,84,62.1,0,999.9,0,553
"2186",3,2018,6,25,"2018-06-25",74.1,57.7,1013.8,9.9,4.2,8,15.9,84,66,0,999.9,0,733
"2187",4,2018,6,26,"2018-06-26",70.5,52.1,1023,10,3.5,6,999.9,81,61,0,999.9,0,762
"2188",5,2018,6,27,"2018-06-27",69.3,59.1,1019,9.8,3,6,999.9,78.1,61,0,999.9,0,540
"2189",6,2018,6,28,"2018-06-28",73.3,69.7,1010.2,6.8,2.3,9.9,15,82.9,66,0.31,999.9,1,737
"2190",7,2018,6,29,"2018-06-29",79,64.6,1013,9.8,2.6,7,999.9,89.1,70,1.06,999.9,0,845
"2191",2,2018,6,30,"2018-06-30",83.1,59.4,1016.6,10,1.4,5.1,999.9,93,70,0,999.9,0,651
"2192",1,2018,7,1,"2018-07-01",86.4,67.6,1016.2,9.3,2.1,7,999.9,96.1,72,0,999.9,0,563
"2193",3,2018,7,2,"2018-07-02",86.6,69.4,1017.1,8.3,2.8,7,999.9,96.1,79,0,999.9,0,719
"2194",4,2018,7,3,"2018-07-03",82.5,74.4,1020.4,6.3,0.8,6,999.9,91.9,78.1,0,999.9,0,678
"2195",5,2018,7,4,"2018-07-04",80.4,73,1024.6,6.7,0.5,4.1,999.9,91.9,77,0.01,999.9,0,406
"2196",6,2018,7,5,"2018-07-05",81,72.2,1024.6,8.9,2.5,6,999.9,90,75.9,0,999.9,0,720
"2197",7,2018,7,6,"2018-07-06",78.2,71,1018.1,8.7,3.6,7,17.1,90,73.9,0.06,999.9,1,654
"2198",2,2018,7,7,"2018-07-07",70.3,47.6,1025.2,10,4.8,11.1,20,80.1,62.1,0.17,999.9,0,526
"2199",1,2018,7,8,"2018-07-08",71.3,51.4,1027.1,10,1.5,6,999.9,84,62.1,0,999.9,0,545
"2200",3,2018,7,9,"2018-07-09",75.7,54.9,1022.6,10,2.2,6,999.9,87.1,62.1,0,999.9,0,672
"2201",4,2018,7,10,"2018-07-10",80.8,58.8,1014.1,10,3.2,8.9,15,93,66.9,0,999.9,0,727
"2202",5,2018,7,11,"2018-07-11",80.9,63.3,1012.6,10,2.8,6,999.9,93,72,0,999.9,0,627
"2203",6,2018,7,12,"2018-07-12",74.3,60.4,1020.4,9.3,1,6,999.9,88,64,0.71,999.9,1,642
"2204",7,2018,7,13,"2018-07-13",75.5,58.8,1023.1,10,1.5,4.1,999.9,84,64,0,999.9,0,726
"2205",2,2018,7,14,"2018-07-14",78.5,59.7,1019.7,10,3,6,999.9,88,68,0,999.9,0,577
"2206",1,2018,7,15,"2018-07-15",75.5,67.7,1015.8,7.8,3.1,8.9,19,88,69.1,1,999.9,1,564
"2207",3,2018,7,16,"2018-07-16",81.5,70.6,1014.3,9.1,2.1,6,999.9,90,69.1,0.64,999.9,0,719
"2208",4,2018,7,17,"2018-07-17",79.2,72,1011.1,7.2,3,14,22.9,86,69.8,0,999.9,1,680
"2209",5,2018,7,18,"2018-07-18",74.4,62.3,1011.5,8.8,2.5,7,19,88,66,2.24,999.9,0,688
"2210",6,2018,7,19,"2018-07-19",74.4,50.7,1017.5,10,2.2,5.1,999.9,84.9,66,0,999.9,0,739
"2211",7,2018,7,20,"2018-07-20",74.2,59.7,1020.5,9.9,1.3,5.1,999.9,82.9,66,0,999.9,0,700
"2212",2,2018,7,21,"2018-07-21",71.8,58.8,1018.4,10,4.4,11.1,19,79,68,0,999.9,0,622
"2213",1,2018,7,22,"2018-07-22",72.7,69.8,1012.3,6.6,3.4,9.9,20,79,64.9,0.83,999.9,1,540
"2214",3,2018,7,23,"2018-07-23",75.6,73.3,1018.4,5.6,3.8,6,17.1,80.1,70,0.92,999.9,1,614
"2215",4,2018,7,24,"2018-07-24",77.8,72.8,1021.7,8.7,4.5,8,999.9,82,73,0.13,999.9,0,654
"2216",5,2018,7,25,"2018-07-25",75.8,73,1016.3,7.4,3.4,6,27,82,72,0.51,999.9,1,657
"2217",6,2018,7,26,"2018-07-26",76.5,71,1011.3,9,2.1,5.1,999.9,82.9,71.6,0.25,999.9,0,606
"2218",7,2018,7,27,"2018-07-27",78.9,69.9,1014.5,8.2,2.9,6,999.9,86,70,0.03,999.9,0,753
"2219",2,2018,7,28,"2018-07-28",75.6,69,1015.1,6.5,0.5,5.1,999.9,86,68,0.25,999.9,0,637
"2220",1,2018,7,29,"2018-07-29",76.4,61.6,1017.5,10,1.7,5.1,999.9,84.9,70,0,999.9,0,463
"2221",3,2018,7,30,"2018-07-30",74.6,61.2,1020.3,9.8,1.4,4.1,999.9,82,70,0,999.9,1,580
"2222",4,2018,7,31,"2018-07-31",73,64.6,1019.8,9.5,0.9,5.1,999.9,82,68,0.37,999.9,0,709
"2223",5,2018,8,1,"2018-08-01",77.2,71.6,1017.5,8.9,1.6,8,20,84,68,0.04,999.9,0,660
"2224",6,2018,8,2,"2018-08-02",80.8,71.1,1018,10,2.5,6,999.9,86,73.9,0.06,999.9,0,722
"2225",7,2018,8,3,"2018-08-03",77,73.2,1020.2,8.3,1.4,6,999.9,86,73,0.51,999.9,1,749
"2226",2,2018,8,4,"2018-08-04",77.8,71.4,1018.6,9.2,2,6,999.9,84.9,72,0.24,999.9,1,605
"2227",1,2018,8,5,"2018-08-05",81.8,67.3,1019.9,10,1.4,5.1,999.9,91,72,0.74,999.9,0,573
"2228",3,2018,8,6,"2018-08-06",84.4,69.6,1018.2,8.7,1.6,5.1,999.9,91.9,73,0,999.9,0,632
"2229",4,2018,8,7,"2018-08-07",82.5,73.1,1015,7.6,3,6,999.9,88,75.2,0,999.9,0,658
"2230",5,2018,8,8,"2018-08-08",80.4,71,1012,9.3,1.8,5.1,999.9,90,73.9,0.05,999.9,0,656
"2231",6,2018,8,9,"2018-08-09",80.7,69.5,1008.8,8.8,2.4,7,15.9,90,73,0.61,999.9,1,709
"2232",7,2018,8,10,"2018-08-10",79.3,62.6,1011.4,9.3,1.6,4.1,999.9,86,72,0,999.9,0,707
"2233",2,2018,8,11,"2018-08-11",74.6,69.7,1013.2,6.2,1.3,8,15.9,86,70,0.96,999.9,1,568
"2234",1,2018,8,12,"2018-08-12",76,70.8,1016.3,7.1,1.6,6,999.9,84,70,1.94,999.9,0,499
"2235",3,2018,8,13,"2018-08-13",73.6,70.6,1015.5,7.8,3.9,7,15.9,84,71.1,0,999.9,0,617
"2236",4,2018,8,14,"2018-08-14",74.1,70.6,1011.3,6,1.2,11.1,22,82,71.1,0.66,999.9,1,701
"2237",5,2018,8,15,"2018-08-15",76.9,66.4,1011.9,9.6,4.1,8,999.9,86,70,0.79,999.9,0,645
"2238",6,2018,8,16,"2018-08-16",82,68.1,1016.6,8,2.4,7,999.9,88,70,0,999.9,0,647
"2239",7,2018,8,17,"2018-08-17",82.5,71.4,1017.1,7.7,2.5,6,999.9,88,75.9,0,999.9,0,703
"2240",2,2018,8,18,"2018-08-18",76.9,71.9,1010.8,6.9,3.3,8,22.9,87.1,72,1.1,999.9,1,579
"2241",1,2018,8,19,"2018-08-19",70.8,65.4,1014.2,9.4,4.1,8,17.1,84.9,66.9,0.01,999.9,0,490
"2242",3,2018,8,20,"2018-08-20",70.3,62.6,1019.7,9.5,3.3,6,999.9,73.9,66.9,0.02,999.9,0,562
"2243",4,2018,8,21,"2018-08-21",71.7,63.7,1018.6,10,2.5,7,999.9,78.1,66,0,999.9,0,580
"2244",5,2018,8,22,"2018-08-22",75.5,67.8,1007.8,8.6,3.9,8,15,82,66,0.83,999.9,1,599
"2245",6,2018,8,23,"2018-08-23",72.1,55.9,1012.9,9.9,3.2,7,999.9,82,64.9,0.72,999.9,0,610
"2246",7,2018,8,24,"2018-08-24",73,56.4,1021.5,10,1.6,6,999.9,82,64.9,0,999.9,0,681
"2247",2,2018,8,25,"2018-08-25",73.2,57.9,1024.7,10,1.2,4.1,999.9,82,64.9,0,999.9,0,552
"2248",1,2018,8,26,"2018-08-26",74.8,62.8,1020.9,10,2.4,6,15.9,82.9,68,0,999.9,0,528
"2249",3,2018,8,27,"2018-08-27",80.3,68.9,1018,8.7,2.3,5.1,999.9,88,69.1,0,999.9,0,651
"2250",4,2018,8,28,"2018-08-28",85.5,71.7,1016.8,7.4,3.1,6,17.1,93.9,73.9,0,999.9,0,715
"2251",5,2018,8,29,"2018-08-29",86.5,71.8,1015.4,9,4.2,8.9,15.9,93.9,79,0,999.9,0,685
"2252",6,2018,8,30,"2018-08-30",84.2,69.7,1015.6,9.8,4.2,8,15,91.9,79,0,999.9,0,736
"2253",7,2018,8,31,"2018-08-31",74.9,64.5,1022.9,9.8,3,8,15,90,69.1,0,999.9,0,623
"2254",2,2018,9,1,"2018-09-01",72.6,61.7,1026,10,2.4,5.1,999.9,78.1,69.1,0.03,999.9,0,529
"2255",1,2018,9,2,"2018-09-02",73.4,65.7,1024.5,10,1.1,6,999.9,81,68,0,999.9,0,528
"2256",3,2018,9,3,"2018-09-03",80.7,72.4,1023.4,10,2.3,6,999.9,90,68,0,999.9,0,533
"2257",4,2018,9,4,"2018-09-04",83.8,70,1022.8,10,2.1,5.1,999.9,91.9,75,0,999.9,0,786
"2258",5,2018,9,5,"2018-09-05",82,71.7,1022.8,10,0.5,4.1,999.9,91.9,77,0,999.9,0,768
"2259",6,2018,9,6,"2018-09-06",82.5,73,1020.2,8.7,3.1,8,999.9,93,75,0,999.9,1,822
"2260",7,2018,9,7,"2018-09-07",73.9,68.8,1020.3,9.8,4.7,9.9,15.9,75.2,72,0.36,999.9,0,671
"2261",2,2018,9,8,"2018-09-08",68.3,58.9,1019.7,9.8,5.1,8.9,15.9,75,62.1,0,999.9,0,568
"2262",1,2018,9,9,"2018-09-09",59.1,53.7,1022.4,8.9,5.2,11.1,17.1,71.1,55,0.06,999.9,0,556
"2263",3,2018,9,10,"2018-09-10",58.7,56.6,1022.7,6.7,5.8,9.9,18.1,63,54,0.84,999.9,0,650
"2264",4,2018,9,11,"2018-09-11",66.8,64.6,1019.9,4.2,2.3,8.9,15.9,73.9,54,0.51,999.9,1,544
"2265",5,2018,9,12,"2018-09-12",73.5,71.2,1022.3,5.6,0.6,2.9,999.9,77,62.1,0.03,999.9,1,783
"2266",6,2018,9,13,"2018-09-13",71.7,68.7,1024.3,8.9,999.9,999.9,999.9,77,69.1,0.26,999.9,0,718
"2267",7,2018,9,14,"2018-09-14",71.3,66.5,1023.6,9.3,999.9,999.9,999.9,75.9,68,0.13,999.9,0,684
"2268",2,2018,9,15,"2018-09-15",72,65.2,1022.5,9.9,999.9,999.9,999.9,79,66.2,0,999.9,0,596
"2269",1,2018,9,16,"2018-09-16",73.8,64.5,1022.4,9.9,999.9,999.9,999.9,82.9,68,0,999.9,0,597
"2270",3,2018,9,17,"2018-09-17",73.2,67.3,1020.1,10,999.9,999.9,999.9,77,69.1,0,999.9,0,673
"2271",4,2018,9,18,"2018-09-18",74.8,71.5,1009.4,8.4,1.9,8,999.9,79,70,0.02,999.9,1,740
"2272",5,2018,9,19,"2018-09-19",73.8,66.2,1010.9,10,2.8,8,999.9,81,69.1,1.18,999.9,0,519
"2273",6,2018,9,20,"2018-09-20",68.1,60.4,1021.9,10,1.8,5.1,999.9,72,64.9,0,999.9,0,659
"2274",7,2018,9,21,"2018-09-21",68.7,61.5,1022,10,1.7,4.1,999.9,72,64.9,0,999.9,0,715
"2275",2,2018,9,22,"2018-09-22",70.4,58.6,1018,10,4.2,7,999.9,73.9,64.9,0,999.9,0,562
"2276",1,2018,9,23,"2018-09-23",62.9,51.9,1023.4,10,2.9,6,999.9,73.9,60.1,0,999.9,0,475
"2277",3,2018,9,24,"2018-09-24",63,53.9,1029.3,10,5.1,11.1,19,68,57,0,999.9,0,594
"2278",4,2018,9,25,"2018-09-25",64.5,60.7,1029.8,5.6,3.6,9.9,20,73.4,59,0.27,999.9,1,715
"2279",5,2018,9,26,"2018-09-26",74.9,71.7,1015.9,7.3,1.2,5.1,999.9,82,59,1.81,999.9,0,755
"2280",6,2018,9,27,"2018-09-27",67.7,56.7,1018.3,9.2,4,8,15.9,82,61,0.08,999.9,0,672
"2281",7,2018,9,28,"2018-09-28",61.6,56.3,1017.6,8,3.7,8.9,17.1,72,55.9,0.75,999.9,0,712
"2282",2,2018,9,29,"2018-09-29",63.6,54.9,1021.4,10,2.3,6,999.9,72,55.9,0.02,999.9,0,604
"2283",1,2018,9,30,"2018-09-30",62.4,50.3,1026.3,10,1.9,7,999.9,72,54,0,999.9,0,510
"2284",3,2018,10,1,"2018-10-01",68.5,61.5,1025.2,10,2,6,999.9,75.9,54,0,999.9,0,583
"2285",4,2018,10,2,"2018-10-02",71.9,65.6,1020.7,9.2,1.4,6,999.9,77,63,0,999.9,0,613
"2286",5,2018,10,3,"2018-10-03",68.4,61.7,1016.7,9.3,2.8,8.9,21,77,64,0.69,999.9,1,778
"2287",6,2018,10,4,"2018-10-04",67.7,62.5,1016.6,9.3,0,5.1,999.9,75.9,61,0,999.9,0,717
"2288",7,2018,10,5,"2018-10-05",66.4,57.1,1018.8,9.7,3.7,9.9,999.9,75.9,60.1,0.04,999.9,0,796
"2289",2,2018,10,6,"2018-10-06",64.2,59.5,1022.2,8.5,0.7,2.9,999.9,71.1,60.1,0,999.9,0,544
"2290",1,2018,10,7,"2018-10-07",71.6,66.9,1021.7,8.9,2.2,5.1,999.9,79,63,0,999.9,0,529
"2291",3,2018,10,8,"2018-10-08",68.2,64.6,1027.8,8.1,3.1,7,14,79,64,0,999.9,0,501
"2292",4,2018,10,9,"2018-10-09",69.8,66.1,1027,7.8,0.8,4.1,999.9,77,64,0,999.9,0,628
"2293",5,2018,10,10,"2018-10-10",73.3,68.5,1019.5,9.4,1.9,5.1,999.9,80.1,66,0,999.9,0,708
"2294",6,2018,10,11,"2018-10-11",73.1,70,1009.9,8.6,1.6,6,999.9,75.9,69.8,0,999.9,1,741
"2295",7,2018,10,12,"2018-10-12",62.3,52.9,1003,8.4,4.2,11.1,24.1,70,55,1.27,999.9,0,830
"2296",2,2018,10,13,"2018-10-13",51.5,40.4,1010.8,9.6,2.4,5.1,999.9,68,46,0.04,999.9,0,577
"2297",1,2018,10,14,"2018-10-14",51.9,41.3,1022.1,10,999.9,999.9,999.9,57.9,46,0.06,999.9,0,516
"2298",3,2018,10,15,"2018-10-15",58.8,53.3,1019,9.2,999.9,999.9,999.9,66,46.9,0.02,999.9,0,692
"2299",4,2018,10,16,"2018-10-16",54.7,40.4,1018.2,9.8,999.9,999.9,999.9,68,46.9,0.04,999.9,0,688
"2300",5,2018,10,17,"2018-10-17",53.1,38.2,1015.2,10,999.9,999.9,999.9,61,46.9,0.01,999.9,0,699
"2301",6,2018,10,18,"2018-10-18",46.7,25.1,1024.3,10,999.9,999.9,999.9,61,42.1,0,999.9,0,735
"2302",7,2018,10,19,"2018-10-19",49.2,33,1024,10,999.9,999.9,999.9,60.1,42.1,0,999.9,0,787
"2303",2,2018,10,20,"2018-10-20",56.8,47.3,1007.9,9.8,999.9,999.9,999.9,62.1,43,0.06,999.9,0,629
"2304",1,2018,10,21,"2018-10-21",47.9,33.1,1010.5,10,999.9,999.9,999.9,62.1,42.1,0,999.9,0,593
"2305",3,2018,10,22,"2018-10-22",44.2,30.3,1022.5,10,999.9,999.9,999.9,51.1,39,0,999.9,0,650
"2306",4,2018,10,23,"2018-10-23",54,40,1017.5,999.9,999.9,999.9,999.9,63,39,0,999.9,0,681
"2307",5,2018,10,24,"2018-10-24",50,34,1017.1,999.9,999.9,999.9,999.9,63,46,0,999.9,0,719
"2308",6,2018,10,25,"2018-10-25",45.5,30.6,1020,999.9,999.9,999.9,999.9,50,41,0,999.9,0,763
"2309",7,2018,10,26,"2018-10-26",43.7,31.4,1019.5,8.4,999.9,999.9,999.9,51.1,37.9,0,999.9,0,747
"2310",2,2018,10,27,"2018-10-27",47.4,43.8,1009.1,5.4,999.9,999.9,999.9,51.1,37.9,0.71,999.9,0,757
"2311",1,2018,10,28,"2018-10-28",48.5,44.4,1007.2,7.9,999.9,999.9,999.9,52,44.1,0.58,999.9,0,556
"2312",3,2018,10,29,"2018-10-29",51.4,44.1,1008.2,9.5,999.9,999.9,999.9,55.9,45,0.08,999.9,0,696
"2313",4,2018,10,30,"2018-10-30",48.3,32.3,1016.3,10,999.9,999.9,999.9,55.9,42.1,0.03,999.9,0,721
"2314",5,2018,10,31,"2018-10-31",53.1,38,1018.1,10,999.9,999.9,999.9,64,42.1,0,999.9,0,646
"2315",6,2018,11,1,"2018-11-01",62.2,52.7,1011.5,9.7,999.9,999.9,999.9,70,44.1,0,999.9,0,696
"2316",7,2018,11,2,"2018-11-02",67.7,61.4,1006.3,9.7,999.9,999.9,999.9,72,57,0,999.9,0,746
"2317",2,2018,11,3,"2018-11-03",58.4,51.3,1009.9,7,999.9,999.9,999.9,72,52,0.59,999.9,0,656
"2318",1,2018,11,4,"2018-11-04",48.9,33,1030.5,10,999.9,999.9,999.9,64.9,43,0.37,999.9,0,502
"2319",3,2018,11,5,"2018-11-05",50.2,43.8,1028.7,8.9,999.9,999.9,999.9,55,43,0,999.9,0,759
"2320",4,2018,11,6,"2018-11-06",52.7,51.6,1015.5,3.3,999.9,999.9,999.9,59,48,0.3,999.9,0,679
"2321",5,2018,11,7,"2018-11-07",57,44.3,1013.5,9.5,999.9,999.9,999.9,62.1,48.9,0.68,999.9,0,696
"2322",6,2018,11,8,"2018-11-08",52,32.8,1022,10,999.9,999.9,999.9,62.1,45,0,999.9,0,631
"2323",7,2018,11,9,"2018-11-09",46.8,34.6,1025.7,8.6,999.9,999.9,999.9,55.9,41,0,999.9,0,867
